case_id,corpus_id,human_label,uncertain,task,stratum,N,n,pi,year,venue_abbr
NCV-0683,100891,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,SWEVC
NCV-0685,24269,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,EMO
NCV-0686,68398,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,GECCO
NCV-0687,67777,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0688,68832,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,GECCO
NCV-0690,104765,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,TEVC
NCV-0691,100651,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,SWEVC
NCV-0693,98177,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0694,97526,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0696,24237,dl_native,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,EMO
NCV-0697,100709,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0698,68038,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0699,22007,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,CEC
NCV-0700,57756,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,EVOAPP
NCV-0702,56935,dl_native,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,EUROGP
NCV-0703,7807,hybrid,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,ASOC
NCV-0704,67988,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0705,98230,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0706,93,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,ACMTELO
NCV-0707,97955,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0709,21655,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0710,91032,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,MEMETIC
NCV-0711,97557,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0713,59879,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,EVOINT
NCV-0714,98010,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0716,69026,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0717,101779,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,SWEVC
NCV-0718,70472,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,GPEM
NCV-0719,70190,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2021,GECCO
NCV-0720,69131,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0721,67788,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0722,69001,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0723,9180,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2022,ASOC
NCV-0724,104492,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,TEVC
NCV-0725,97999,hybrid,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0727,98087,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0728,97510,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0729,98312,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0730,69570,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2022,GECCO
NCV-0731,11664,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ASOC
NCV-0732,103804,other,,role,Mixed journals|enriched,2156,50,0.023191094619666,2022,TETCI
NCV-0734,91154,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,MEMETIC
NCV-0735,21449,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,CEC
NCV-0736,101596,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,SWEVC
NCV-0738,85054,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0739,43252,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0741,104412,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,TEVC
NCV-0742,97977,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0743,7491,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,ASOC
NCV-0744,97879,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0746,97718,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0747,9963,hybrid,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0748,97855,neuroevolution,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0749,100164,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,SWARMINT
NCV-0750,68483,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0752,97489,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0753,21859,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,CEC
NCV-0755,57637,hybrid,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,EVOAPP
NCV-0756,69209,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0758,97606,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0759,104335,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0760,41737,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0761,43372,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0763,67996,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0764,40716,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0765,68029,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0766,47478,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0767,104344,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0768,6972,hybrid,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,ASOC
NCV-0769,104659,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,TEVC
NCV-0770,69240,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0771,39170,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0772,69852,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0773,97788,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0774,104149,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0775,98097,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0776,82498,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,INS
NCV-0777,39704,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0778,83244,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,INS
NCV-0779,21793,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0780,90095,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,JOH
NCV-0781,70908,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,ICSI
NCV-0782,68792,hybrid,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,GECCO
NCV-0783,69489,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0785,85695,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,INS
NCV-0786,91069,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,MEMETIC
NCV-0788,97940,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0789,92426,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,PPSN
NCV-0790,104432,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0791,68229,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0793,37034,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ESWA
NCV-0794,49486,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2025,ESWA
NCV-0795,21302,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,CEC
NCV-0796,46139,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0797,69070,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0798,22402,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,CEC
NCV-0799,98171,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0800,100820,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0801,21695,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,CEC
NCV-0802,82384,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,INS
NCV-0803,59571,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,EVOINT
NCV-0804,97888,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0805,101512,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,SWEVC
NCV-0807,97764,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0808,68188,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2025,GECCO
NCV-0810,24341,neuroevolution,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,EMO
NCV-0811,97695,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0812,97535,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0813,100864,hybrid,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0815,43629,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0818,98271,neuroevolution,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0819,97633,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0820,82977,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,INS
NCV-0821,68565,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2024,GECCO
NCV-0822,97577,neuroevolution,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0823,59349,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,EVOINT
NCV-0825,59781,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,EVOINT
NCV-0826,97699,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0827,45498,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0828,44490,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2024,ESWA
NCV-0829,91060,dl_native,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,MEMETIC
NCV-0830,97733,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0831,41106,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0832,44521,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0835,67930,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0836,7780,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2022,ASOC
NCV-0839,104639,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,TEVC
NCV-0841,9257,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ASOC
NCV-0842,97796,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0843,57879,dl_native,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2021,EVOAPP
NCV-0844,42544,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0845,98215,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0846,85415,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,INS
NCV-0847,103723,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2022,TETCI
NCV-0848,67827,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0849,45508,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0851,98170,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0852,85756,hybrid,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,INS
NCV-0854,88011,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2025,INS
NCV-0855,10051,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0856,59901,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,EVOINT
NCV-0857,101340,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0858,104338,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0859,88228,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,INS
NCV-0860,43538,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0861,98066,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0862,101397,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,SWEVC
NCV-0864,101279,neuroevolution,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,SWEVC
NCV-0865,85523,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0866,101400,other,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,SWEVC
NCV-0867,98071,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0869,98260,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0871,104458,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,TEVC
NCV-0872,69638,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2022,GECCO
NCV-0873,42974,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0875,36992,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ESWA
NCV-0876,100559,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0877,11067,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0878,42693,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0879,100886,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0880,97886,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0881,46657,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0882,8320,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ASOC
NCV-0884,67902,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0885,59436,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2024,EVOINT
NCV-0887,91111,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,MEMETIC
NCV-0888,98173,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0889,69599,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0890,36181,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2021,ESWA
NCV-0891,101169,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,SWEVC
NCV-0892,23850,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,ECJ
NCV-0893,69391,neuroevolution,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0894,11969,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2024,ASOC
NCV-0896,84538,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0898,7768,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ASOC
NCV-0899,9097,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,ASOC
NCV-0900,97756,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0902,97984,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0903,97836,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0904,40135,hybrid,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0905,98056,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0907,98286,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0908,98292,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0910,97996,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0911,97858,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0914,69151,other,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0915,21377,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,CEC
NCV-0916,69869,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0917,59902,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0918,21437,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,CEC
NCV-0919,101799,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,SWEVC
NCV-0923,97727,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0925,82425,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,INS
NCV-0926,40131,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2022,ESWA
NCV-0927,98104,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0928,97969,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0929,68516,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,GECCO
NCV-0930,104565,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,TEVC
NCV-0931,91496,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,NATCOMP
NCV-0932,45663,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0933,104544,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2024,TEVC
NCV-0934,47742,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2025,ESWA
NCV-0935,68238,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0936,86709,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,INS
NCV-0937,92394,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2024,PPSN
NCV-0938,101502,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2022,SWEVC
NCV-0939,59636,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2023,EVOINT
NCV-0940,104355,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0941,69612,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0942,97965,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0944,69398,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0945,23855,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,ECJ
NCV-0946,69062,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0947,69392,hybrid,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0948,100879,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0949,59402,other,,role,Core EC journals|enriched,194,50,0.2577319587628865,2025,EVOINT
NCV-0950,98268,dl_native,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2021,SSCI
NCV-0951,97720,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0952,68997,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0953,9803,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,ASOC
NCV-0954,69429,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0956,84156,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,INS
NCV-0957,98279,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0958,70308,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2021,GECCO
NCV-0959,10921,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ASOC
NCV-0960,69060,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2023,GECCO
NCV-0961,59396,dl_native,,role,Core EC journals|enriched,194,50,0.2577319587628865,2024,EVOINT
NCV-0962,48520,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0963,68076,neuroevolution,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2025,GECCO
NCV-0964,11950,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ASOC
NCV-0965,97651,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0966,57875,neuroevolution,,role,Core EC conferences|enriched,332,50,0.1506024096385542,2021,EVOAPP
NCV-0967,98299,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2021,SSCI
NCV-0969,60054,dl_native,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0970,48,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,ACMTELO
NCV-0971,69677,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2022,GECCO
NCV-0972,69344,other,,role,Core EC conferences|ordinary,3953,150,0.0379458639008348,2023,GECCO
NCV-0973,102,hybrid,,role,Core EC journals|enriched,194,50,0.2577319587628865,2022,ACMTELO
NCV-0975,59925,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2021,EVOINT
NCV-0977,7397,other,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,ASOC
NCV-0978,97629,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2023,SSCI
NCV-0980,97765,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2023,SSCI
NCV-0981,100960,hybrid,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,SWEVC
NCV-0982,36978,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2021,ESWA
NCV-0983,47893,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2025,ESWA
NCV-0985,104176,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,TEVC
NCV-0986,86126,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,INS
NCV-0987,104690,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,TEVC
NCV-0988,97840,dl_native,,role,SSCI (mixed conf.)|enriched,88,50,0.5681818181818182,2022,SSCI
NCV-0989,86152,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,INS
NCV-0990,101364,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2023,SWEVC
NCV-0993,42742,dl_native,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,ESWA
NCV-0995,97925,other,,role,SSCI (mixed conf.)|ordinary,605,150,0.2479338842975206,2022,SSCI
NCV-0996,49006,dl_native,,role,Mixed journals|enriched,2156,50,0.023191094619666,2025,ESWA
NCV-0997,44145,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2024,ESWA
NCV-0998,59172,other,,role,Core EC journals|ordinary,2716,150,0.0552282768777614,2025,EVOINT
NCV-0999,91551,other,,role,Mixed journals|ordinary,18089,150,0.0082923323566808,2023,NATCOMP
NCV-1000,42922,hybrid,,role,Mixed journals|enriched,2156,50,0.023191094619666,2023,ESWA
