corpus_id,majority_label,human_label,year,venue_abbr,label_MiniMax-M3,label_GLM-5.3,label_DeepSeek-V4.1-Flash,label_Claude-Sonnet-5,era,N1,n1,pi1,candidate,sampling_label,N2,n2,pi2,weight,production_label,m1_eligible,abstract_status,target_venue,group
97108,benchmark,benchmark,2007,SSCI,improve,benchmark,benchmark,benchmark,2005-2009,13159,333,0.02530587430655825,True,benchmark,89,25,0.2808988764044944,140.6787987987988,improve,True,nonempty,True,SSCI (mixed conf.)
25102,review,review,2009,ESWA,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
96368,propose_new,propose_new,2014,SSCI,propose_new,propose_new,propose_new,propose_new,2010-2014,20442,333,0.016289991194599354,True,propose_new,820,81,0.09878048780487805,621.4525636747859,propose_new,True,nonempty,True,SSCI (mixed conf.)
5548,apply,apply,2019,ASOC,apply,apply,propose_new,propose_new,2015-2019,20521,333,0.016227279372350276,True,apply,347,45,0.12968299711815562,475.19432766099425,apply,True,nonempty,True,Mixed journals
89572,other,other,2001,INS,other,other,other,apply,2000-2004,4013,333,0.08298031397956641,True,other,167,31,0.18562874251497005,64.9201782427589,other,True,nonempty,True,Mixed journals
93614,theory,theory,2000,PPSN,theory,theory,theory,theory,2000-2004,4013,333,0.08298031397956641,True,theory,160,31,0.19375,62.19897316671509,theory,True,nonempty,True,Core EC conferences
25276,review,review,2009,ESWA,review,review,review,review,2005-2009,13159,333,0.02530587430655825,True,review,45,22,0.4888888888888889,80.82923832923834,review,True,nonempty,True,Mixed journals
15361,apply,apply,2005,CEC,apply,apply,apply,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,apply,True,nonempty,True,Core EC conferences
15333,hybrid,hybrid,2005,CEC,hybrid,hybrid,hybrid,propose_new,2005-2009,13159,333,0.02530587430655825,True,hybrid,125,28,0.224,176.41302016302015,hybrid,True,nonempty,True,Core EC conferences
1244,apply,apply,2005,ASOC,apply,propose_new,propose_new,apply,2005-2009,13159,333,0.02530587430655825,True,apply,347,45,0.12968299711815562,304.71624958291625,apply,True,nonempty,True,Mixed journals
84320,improve,improve,2024,INS,improve,improve,improve,improve,2020-2025,40240,333,0.008275347912524851,True,improve,244,37,0.15163934426229508,796.8963558152747,improve,True,nonempty,True,Mixed journals
93761,improve,improve,1998,PPSN,improve,improve,improve,propose_new,1990-1999,947,333,0.35163674762407604,True,improve,244,37,0.15163934426229508,18.753997240483727,improve,True,nonempty,True,Core EC conferences
60796,theory,theory,2007,GECCO,theory,theory,theory,theory,2005-2009,13159,333,0.02530587430655825,True,theory,160,31,0.19375,203.95621427879493,theory,True,nonempty,True,Core EC conferences
14271,hybrid,hybrid,2007,CEC,hybrid,hybrid,hybrid,hybrid,2005-2009,13159,333,0.02530587430655825,True,hybrid,125,28,0.224,176.41302016302015,hybrid,True,nonempty,True,Core EC conferences
89996,other,propose_new,1997,INS,other,propose_new,propose_new,other,1990-1999,947,333,0.35163674762407604,True,other,167,31,0.18562874251497005,15.320061997481352,other,True,nonempty,True,Mixed journals
105643,propose_new,improve,2009,TEVC,propose_new,propose_new,propose_new,propose_new,2005-2009,13159,333,0.02530587430655825,True,propose_new,820,81,0.09878048780487805,400.04374745115484,propose_new,True,nonempty,True,Core EC journals
30942,apply,apply,2013,ESWA,apply,propose_new,apply,apply,2010-2014,20442,333,0.016289991194599354,True,apply,347,45,0.12968299711815562,473.36496496496494,apply,True,nonempty,True,Mixed journals
98359,propose_new,propose_new,2021,SSCI,propose_new,propose_new,propose_new,propose_new,2020-2025,40240,333,0.008275347912524851,True,propose_new,820,81,0.09878048780487805,1223.327030734438,propose_new,True,nonempty,True,SSCI (mixed conf.)
61102,improve,improve,2007,GECCO,improve,improve,improve,improve,2005-2009,13159,333,0.02530587430655825,True,improve,244,37,0.15163934426229508,260.5954062170278,improve,True,nonempty,True,Core EC conferences
123657,other,other,2008,INS,other,other,other,other,2005-2009,13159,333,0.02530587430655825,True,other,167,31,0.18562874251497005,212.8792986534922,other,True,nonempty,True,Mixed journals
93572,improve,improve,2004,PPSN,improve,apply,improve,apply,2000-2004,4013,333,0.08298031397956641,True,improve,244,37,0.15163934426229508,79.47179612044476,improve,True,nonempty,True,Core EC conferences
